2020	0
2040	0
2060	0
2080	0
20100	0
20140	0
20160	0
20200	67
20220	0
20240	0
20260	0
20280	0
20300	0
20320	88
20340	0
20360	0
20380	0
20400	0
20420	0
20440	0
20460	0
20480	51
20500	0
4020	0
4040	0
4060	0
4080	0
40100	79
40120	94
40140	0
40160	0
40200	0
40220	0
40240	0
40260	0
40280	0
40300	0
40320	0
40340	0
40360	0
40380	0
40400	0
40420	0
40440	66
40460	0
40480	59
40500	0
6020	53
6040	0
6060	0
6080	0
60100	0
60120	0
60180	0
60200	0
60220	0
60240	83
60260	0
60280	0
60300	0
60320	69
60340	0
60360	96
60380	0
60400	0
60420	0
60440	0
60460	0
60480	0
60500	0
8020	0
8040	0
8060	0
8080	0
80100	0
80120	0
80140	0
80160	0
80180	0
80200	0
80220	72
80240	0
80260	0
80280	0
80300	0
80320	0
80340	0
80360	0
80380	0
80400	0
80420	0
80440	93
80460	0
80480	0
80500	0
10020	0
10040	0
10060	0
10080	0
100100	69
100120	0
100140	0
100160	0
100180	0
100200	0
100220	0
100240	0
100260	0
100280	0
100300	73
100320	0
100340	0
100360	0
100380	69
100400	0
100420	50
100440	0
100460	0
100480	0
100500	0
12020	0
12040	0
12060	0
12080	0
120100	0
120120	0
120140	0
120160	0
120180	0
120200	0
120220	0
120240	0
120260	0
120280	0
120300	66
120320	0
120340	0
120360	0
120440	0
120460	0
120480	61
120500	82
14020	0
14040	0
14060	0
14080	0
140100	61
140120	0
140140	0
140160	0
140180	0
140200	0
140220	0
140240	0
140260	0
140280	0
140300	0
140320	88
140340	0
140360	0
140420	0
140440	0
140460	0
140480	0
140500	0
16020	0
16040	0
16060	0
16080	77
160100	0
160120	0
160140	0
160160	0
160180	0
160200	0
160220	0
160240	0
160260	0
160280	0
160300	0
160320	81
160340	0
160360	0
160380	0
160400	0
160420	0
160440	0
160460	0
160480	0
160500	0
18020	0
18040	0
18060	74
18080	68
180100	0
180120	0
180140	0
180160	0
180180	0
180200	0
180220	0
180240	0
180260	0
180280	0
180300	0
180320	0
180340	0
180360	0
180380	0
180400	0
180420	0
180440	0
180460	0
180480	0
180500	0
20020	52
20040	0
20060	0
20080	0
200100	0
200120	0
200140	0
200160	93
200180	0
200200	0
200260	0
200280	0
200300	0
200320	0
200340	0
200360	0
200380	0
200400	0
200420	0
200440	0
200460	0
200480	0
200500	0
22020	0
22040	0
22060	0
22080	80
220100	0
220120	0
220140	0
220160	0
220180	0
220200	88
220280	0
220300	0
220320	0
220340	0
220360	0
220380	0
220400	0
220420	0
220440	0
220460	0
220480	0
220500	0
24020	0
24040	0
24060	0
24080	0
240100	58
240120	0
240140	83
240160	0
240180	0
240200	53
240220	0
240240	0
240300	0
240320	0
240340	0
240360	0
240380	0
240400	0
240420	0
240440	0
240460	0
240480	0
240500	0
26020	0
26040	0
26060	0
26080	0
260100	0
260120	0
260140	0
260160	0
260180	0
260200	0
260220	0
260240	0
260300	0
260320	0
260340	0
260360	0
260380	0
260400	0
260420	0
260440	0
260460	0
260480	0
260500	0
28020	0
28040	0
28060	0
28080	0
280100	0
280160	0
280180	0
280200	0
280300	0
280320	0
280340	0
280360	0
280380	0
280400	0
280420	0
280440	0
280460	0
280480	0
280500	0
30020	0
30040	55
30060	0
30080	0
300100	0
300120	0
300140	65
300160	0
300180	0
300200	0
300220	0
300280	0
300300	0
300320	0
300340	0
300360	0
300380	0
300400	0
300420	0
300440	0
300460	0
300480	0
300500	0
32020	0
32040	0
32060	0
32080	0
320100	0
320120	0
320140	0
320260	95
320280	0
320300	0
320320	59
320340	0
320360	90
320380	0
320400	0
320420	0
320440	0
320460	0
320480	69
320500	0
34020	0
34040	0
34060	0
34080	0
340100	0
340120	58
340140	0
340160	0
340180	0
340280	0
340300	0
340320	0
340340	0
340360	0
340380	0
340400	0
340420	0
340440	0
340460	0
340480	0
340500	0
36020	0
36040	0
36060	0
36080	0
360100	96
360120	0
360140	0
360160	0
360180	0
360220	0
360280	0
360320	0
360340	0
360360	0
360380	0
360400	0
360420	0
360440	0
360460	0
360480	0
360500	0
38020	0
38040	90
38060	75
38080	0
380160	0
380220	0
380240	0
380260	0
380320	70
380340	0
380360	0
380380	0
380400	0
380420	0
380440	0
380460	0
380480	0
380500	0
40020	0
40040	0
40060	0
40080	0
400160	0
400180	0
400200	0
400220	0
400240	0
400260	0
400280	0
400300	0
400320	0
400340	0
400360	0
400380	50
400400	0
400420	0
400480	0
400500	63
42020	0
42040	0
42060	0
42080	0
420100	0
420120	0
420140	0
420160	0
420180	0
420200	0
420220	0
420240	90
420260	0
420280	0
420300	0
420320	0
420340	0
420360	0
420380	0
420400	69
420500	0
44020	0
44040	0
44060	0
44080	0
440100	0
440120	0
440140	0
440160	0
440180	0
440200	0
440220	0
440240	0
440260	0
440280	0
440300	0
440320	0
440340	0
440360	0
440380	0
46020	0
46040	0
46060	0
46080	0
460100	0
460120	0
460140	0
460160	0
460180	0
460200	0
460220	0
460240	0
460260	0
460280	0
460300	0
460320	0
460340	0
460360	0
460380	0
460500	0
48020	0
48040	0
48060	0
48080	0
480100	0
480120	0
480140	0
480160	0
480180	0
480200	0
480220	55
480240	95
480280	0
480300	0
480320	0
480340	0
480360	0
480380	0
480400	0
480420	0
480440	0
480500	0
50020	0
50040	0
50060	0
50080	0
500100	0
500120	0
500140	0
500160	0
500180	0
500200	0
500220	0
500240	0
500280	0
500300	0
500320	0
500340	70
500360	0
500380	0
500400	0
500420	0
500440	0
500480	0
500500	0
