360	320	178	0	0	500	340	3	340	300	340	320	380	320									
420	360	153	0	0	480	240	3	400	380	440	360	420	340									
340	140	171	0	0	480	220	3	360	160	360	140	360	120									
340	440	95	0	0	420	400	4	360	460	320	420	360	420	340	460							
380	80	194	0	0	420	240	2	360	80	360	100											
420	500	73	0	0	400	500	2	400	500	400	480											
400	300	164	0	0	400	380	3	400	280	420	280	420	300									
500	380	97	0	0	380	320	3	480	400	480	360	500	360									
280	60	104	0	0	380	60	2	300	60	300	40											
260	20	100	0	0	380	40	3	260	40	240	20	280	20									
300	200	182	0	0	360	100	2	300	220	300	180											
500	100	99	0	0	340	120	2	500	80	500	120											
360	400	117	0	0	320	480	3	380	380	340	420	380	420									
400	320	141	0	0	320	360	3	420	320	420	340	400	340									
440	300	101	0	0	320	320	4	460	300	440	280	420	320	460	280							
340	400	143	0	0	320	260	2	320	400	360	380											
480	160	129	0	0	300	140	2	500	140	460	180											
440	140	150	0	0	300	40	3	440	120	440	160	460	140									
140	240	124	0	0	240	200	3	140	220	140	260	160	240									
160	160	169	0	0	240	140	4	160	180	180	180	160	140	180	140							
160	40	127	0	0	240	100	3	160	20	180	60	180	20									
380	240	182	0	0	220	200	5	400	220	400	240	360	220	380	220	380	260					
340	20	105	0	0	220	80	3	360	20	320	20	340	40									
320	120	172	0	0	200	160	5	300	120	340	120	300	140	300	100	320	140					
80	20	63	0	0	200	20	3	60	40	80	40	100	20									
200	100	149	0	0	180	80	5	180	80	200	120	220	100	220	80	220	120					
320	60	98	0	0	180	60	2	300	80	340	40											
300	380	129	0	0	160	320	4	280	380	300	360	280	360	320	400							
40	80	86	0	0	160	80	4	40	60	40	100	20	100	20	80							
320	300	153	0	0	140	320	2	320	280	300	320											
280	100	167	0	0	140	100	2	260	100	260	120											
240	460	119	0	0	120	500	5	240	440	260	460	260	440	240	480	260	480					
260	500	88	0	0	120	480	2	260	480	240	500											
120	240	101	0	0	120	300	3	100	260	120	260	140	260									
60	340	135	0	0	100	420	2	40	320	40	360											
240	360	178	0	0	100	380	4	220	340	260	340	240	380	260	360							
100	320	115	0	0	100	300	3	120	320	80	340	100	300									
260	60	109	0	0	100	100	3	280	80	260	40	260	80									
80	260	157	0	0	80	440	2	60	260	80	240											
240	160	149	0	0	80	220	3	240	140	220	180	220	160									
180	280	137	0	0	60	360	2	160	260	200	280											
140	200	125	0	0	60	320	3	140	180	120	220	160	180									
120	220	125	0	0	60	240	3	140	200	100	220	120	200									
40	160	62	0	0	60	20	4	60	180	20	160	20	140	40	140							
180	420	156	0	0	40	480	2	160	400	180	400											
60	400	112	0	0	40	440	4	60	380	60	420	80	420	40	380							
100	40	99	0	0	40	120	3	80	60	100	20	120	40									
60	200	106	0	0	40	100	3	40	220	80	180	80	220									
80	340	121	0	0	20	480	5	100	360	100	340	100	320	60	320	60	360					
120	260	80	0	0	20	320	4	140	260	140	280	120	280	120	240							
40	380	118	0	0	20	200	2	20	380	60	400
