2020	00
2040	00
2060	00
2080	00
20100	00
20140	00
20160	00
20200	00
20220	00
20240	00
20260	00
20280	00
20300	00
20320	00
20340	00
20360	00
20380	00
20400	00
20420	00
20440	00
20460	00
20480	00
20500	00
4020	00
4040	00
4060	00
4080	16080
40100	00
40120	00
40140	00
40160	6020
40200	00
40220	00
40240	00
40260	00
40280	00
40300	00
40320	00
40340	00
40360	00
40380	20200
40400	00
40420	00
40440	00
40460	00
40480	00
40500	00
6020	00
6040	00
6060	00
6080	00
60100	00
60120	00
60180	00
60200	40100
60220	00
60240	00
60260	00
60280	00
60300	00
60320	00
60340	100420
60360	00
60380	00
60400	40440
60420	00
60440	00
60460	00
60480	00
60500	00
8020	20020
8040	00
8060	00
8080	00
80100	00
80120	00
80140	00
80160	00
80180	00
80200	00
80220	00
80240	00
80260	80440
80280	00
80300	00
80320	00
80340	20480
80360	00
80380	00
80400	00
80420	00
80440	00
80460	00
80480	00
80500	00
10020	00
10040	40120
10060	00
10080	00
100100	00
100120	00
100140	00
100160	00
100180	00
100200	00
100220	00
100240	00
100260	00
100280	00
100300	00
100320	100300
100340	00
100360	00
100380	00
100400	00
100420	00
100440	00
100460	00
100480	00
100500	00
12020	00
12040	00
12060	00
12080	00
120100	00
120120	00
120140	00
120160	00
120180	00
120200	00
120220	60240
120240	120300
120260	20320
120280	00
120300	00
120320	00
120340	00
120360	00
120440	00
120460	00
120480	00
120500	00
14020	00
14040	00
14060	00
14080	00
140100	00
140120	00
140140	00
140160	00
140180	00
140200	60320
140220	00
140240	240200
140260	00
140280	00
140300	00
140320	00
140340	00
140360	00
140420	00
140440	00
140460	00
140480	00
140500	00
16020	00
16040	240100
16060	00
16080	00
160100	00
160120	00
160140	00
160160	240140
160180	00
160200	00
160220	00
160240	00
160260	00
160280	00
160300	00
160320	00
160340	00
160360	00
160380	00
160400	00
160420	00
160440	00
160460	00
160480	00
160500	00
18020	00
18040	00
18060	00
18080	00
180100	00
180120	00
180140	00
180160	00
180180	00
180200	00
180220	00
180240	00
180260	00
180280	60360
180300	00
180320	00
180340	00
180360	00
180380	00
180400	00
180420	40480
180440	00
180460	00
180480	00
180500	00
20020	00
20040	00
20060	00
20080	00
200100	18080
200120	00
200140	00
200160	00
200180	00
200200	00
200260	00
200280	00
200300	00
200320	00
200340	00
200360	00
200380	00
200400	00
200420	00
200440	00
200460	00
200480	00
200500	00
22020	00
22040	00
22060	00
22080	00
220100	00
220120	00
220140	00
220160	00
220180	00
220200	00
220280	00
220300	00
220320	00
220340	00
220360	00
220380	00
220400	00
220420	00
220440	00
220460	00
220480	00
220500	00
24020	00
24040	00
24060	00
24080	00
240100	00
240120	00
240140	00
240160	80220
240180	00
240200	00
240220	00
240240	00
240300	00
240320	00
240340	00
240360	100380
240380	00
240400	00
240420	00
240440	00
240460	120500
240480	00
240500	00
26020	38040
26040	00
26060	100100
26080	00
260100	00
260120	00
260140	00
260160	00
260180	00
260200	00
260220	00
260240	00
260300	00
260320	00
260340	00
260360	00
260380	00
260400	00
260420	00
260440	00
260460	00
260480	00
260500	120480
28020	00
28040	00
28060	38060
28080	00
280100	140100
280160	00
280180	00
280200	00
280300	00
280320	00
280340	00
280360	00
280380	00
280400	00
280420	00
280440	00
280460	00
280480	00
280500	00
30020	00
30040	00
30060	00
30080	00
300100	00
300120	00
300140	00
300160	00
300180	00
300200	360100
300220	00
300280	00
300300	00
300320	00
300340	00
300360	00
300380	160320
300400	00
300420	00
300440	00
300460	00
300480	00
300500	00
32020	00
32040	00
32060	18060
32080	00
320100	00
320120	200160
320140	00
320260	00
320280	00
320300	140320
320320	00
320340	00
320360	00
320380	00
320400	00
320420	00
320440	00
320460	00
320480	00
320500	00
34020	22080
34040	00
34060	00
34080	00
340100	00
340120	00
340140	480220
340160	00
340180	00
340280	00
340300	00
340320	00
340340	00
340360	00
340380	00
340400	320260
340420	00
340440	420400
340460	00
340480	00
340500	00
36020	00
36040	00
36060	00
36080	00
360100	00
360120	00
360140	00
360160	00
360180	00
360220	00
360280	00
360320	500340
360340	00
360360	00
360380	00
360400	320480
360420	00
360440	00
360460	00
360480	00
360500	00
38020	00
38040	00
38060	00
38080	420240
380160	00
380220	00
380240	220200
380260	00
380320	00
380340	00
380360	00
380380	00
380400	00
380420	00
380440	00
380460	00
380480	00
380500	00
40020	00
40040	00
40060	00
40080	00
400160	00
400180	00
400200	00
400220	00
400240	00
400260	00
400280	00
400300	400380
400320	320360
400340	00
400360	00
400380	00
400400	00
400420	00
400480	00
400500	00
42020	00
42040	00
42060	00
42080	00
420100	00
420120	00
420140	00
420160	00
420180	00
420200	00
420220	00
420240	00
420260	00
420280	00
420300	00
420320	00
420340	00
420360	480240
420380	00
420400	00
420500	400500
44020	00
44040	00
44060	00
44080	00
440100	00
440120	00
440140	30040
440160	00
440180	00
440200	00
440220	00
440240	00
440260	00
440280	00
440300	320320
440320	00
440340	00
440360	00
440380	00
46020	00
46040	00
46060	00
46080	00
460100	00
460120	00
460140	00
460160	00
460180	00
460200	00
460220	00
460240	00
460260	00
460280	00
460300	00
460320	00
460340	00
460360	00
460380	00
460500	00
48020	00
48040	00
48060	00
48080	00
480100	00
480120	00
480140	00
480160	300140
480180	00
480200	00
480220	00
480240	00
480280	00
480300	00
480320	00
480340	00
480360	00
480380	00
480400	00
480420	00
480440	00
480500	00
50020	00
50040	00
50060	00
50080	00
500100	340120
500120	00
500140	00
500160	00
500180	00
500200	00
500220	00
500240	00
500280	00
500300	00
500320	00
500340	00
500360	00
500380	380320
500400	00
500420	00
500440	00
500480	00
500500	00
